Orthogroup	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
OG0042584									Zm00001eb390760_P001
OG0042585							TraesCSU03G0303600.1		
OG0042586	AT4G19000.1								
OG0042587		AVESA.00018a.r1.1DG00583370.1							
OG0042588		AVESA.00018a.r1.4AG02867400.1							
OG0042589					Os07g0185366				
OG0042590						SORBI_3001G195866			
OG0042591			Bradi4g29214.1.p						
OG0042592						SORBI_3001G515750			
OG0042593							TraesCS5A03G0704600.1		
OG0042594	AT4G19550.2								
OG0042595			Bradi2g08829.1.p						
OG0042596		AVESA.00018a.r1.4CG03102440.1							
OG0042597			Bradi4g03665.1.p						
OG0042598		AVESA.00018a.r1.6AG04675630.1							
OG0042599							TraesCSU03G0512400.1		
OG0042600			Bradi5g03875.1.p						
OG0042601			Bradi1g64823.1.p						
OG0042602		AVESA.00018a.r1.3AG01836200.1							
OG0042603					Os11g0104833				
OG0042604					Os07g0492200				
OG0042605							TraesCS3B03G0329000.1		
OG0042606	AT3G22022.1								
OG0042607								TRITD1Av1G183750.1	
OG0042608				HORVU.MOREX.r3.7HG0729380.1					
OG0042609		AVESA.00018a.r1.3DG02367860.1							
OG0042610					Os01g0703000				
OG0042611			Bradi1g70012.1.p						
OG0042612			Bradi4g14718.1.p						
OG0042613									Zm00001eb395990_P001
OG0042614									Zm00001eb202560_P001
OG0042615									Zm00001eb112620_P001
OG0042616									Zm00001eb359820_P002
OG0042617	AT1G31772.2								
OG0042618						SORBI_3001G244650			
OG0042619		AVESA.00018a.r1.5CG04195340.1							
OG0042620					Os11g0269700				
OG0042621			Bradi1g36965.1.p						
OG0042622							TraesCS1D03G1027900.1		
OG0042623		AVESA.00018a.r1.7AG05433390.1							
OG0042624						SORBI_3001G504300			
OG0042625			Bradi1g22530.1.p						
OG0042626							TraesCS7A03G0117500.1		
OG0042627							TraesCS6B03G0194400.1		
OG0042628		AVESA.00018a.r1.4DG03547410.1							
OG0042629		AVESA.00018a.r1.5CG04051560.1							
OG0042630		AVESA.00018a.r1.4AG02837380.1							
OG0042631		AVESA.00018a.r1.5CG04268650.1							
OG0042632			Bradi3g46922.1.p						
OG0042633			Bradi2g41495.1.p						
OG0042634							TraesCS1B03G0034900.1		
OG0042635							TraesCS5D03G0104800.2		
OG0042636							TraesCS6A03G0397600.1		
OG0042637						SORBI_3001G093732			
OG0042638							TraesCSU03G0545400.1		
OG0042639									Zm00001eb279960_P001
OG0042640									Zm00001eb371110_P001
OG0042641						SORBI_3001G409000			
OG0042642					Os01g0109432				
OG0042643							TraesCS5B03G0456000.1		
OG0042644					Os08g0416602				
OG0042645	AT3G24250.1								
OG0042646							TraesCS1D03G0538100.1		
OG0042647							TraesCS5D03G0699000.1		
OG0042648			Bradi1g02615.1.p						
OG0042649					Os01g0843800				
OG0042650							TraesCS1D03G0145900.2		
OG0042651			Bradi5g20403.1.p						
OG0042652						SORBI_3003G400266			
OG0042653		AVESA.00018a.r1.6CG04889250.1							
OG0042654								TRITD6Av1G153970.2	
OG0042655	AT1G36272.1								
OG0042656							TraesCS4A03G0771700.1		
OG0042657						SORBI_3004G158050			
OG0042658						SORBI_3003G323900			
OG0042659								TRITD0Uv1G096000.1	
OG0042660							TraesCS4D03G0590800.1		
OG0042661					Os12g0564701				
OG0042662	AT1G69588.1								
OG0042663					Os12g0160300				
OG0042664					Os06g0103100				
OG0042665					Os07g0133400				
OG0042666							TraesCS3B03G1135300.1		
OG0042667					Os02g0318975				
OG0042668					Os02g0126200				
OG0042669							TraesCS7D03G0827700.1		
OG0042670			Bradi1g47586.1.p						
OG0042671						SORBI_3003G051900			
OG0042672	AT4G11970.1								
OG0042673							TraesCS6A03G0215200.1		
OG0042674							TraesCS5D03G0039300.5		
OG0042675					Os10g0330675				
OG0042676						SORBI_3010G052450			
OG0042677					Os04g0384266				
OG0042678							TraesCS2A03G1269300.1		
OG0042679			Bradi5g03992.1.p						
OG0042680					Os10g0453851				
OG0042681					Os05g0433100				
OG0042682									Zm00001eb004740_P001
OG0042683		AVESA.00018a.r1.7AG05399810.1							
OG0042684				HORVU.MOREX.r3.6HG0627020.1					
OG0042685	AT4G17580.1								
OG0042686			Bradi1g57791.1.p						
OG0042687				HORVU.MOREX.r3.2HG0125690.1					
OG0042688					Os01g0765550				
OG0042689					Os12g0103620				
OG0042690									Zm00001eb287700_P001
OG0042691						SORBI_3001G334800			
OG0042692			Bradi2g17465.1.p						
OG0042693								TRITD3Av1G267350.1	
OG0042694									Zm00001eb019660_P001
OG0042695		AVESA.00018a.r1.1CG00491120.1							
OG0042696								TRITD4Av1G079840.1	
OG0042697							TraesCS5B03G0234200.1		
OG0042698			Bradi3g04256.1.p						
OG0042699		AVESA.00018a.r1.3CG02315740.1							
OG0042700		AVESA.00018a.r1.7AG05439870.1							
OG0042701							TraesCS2D03G0076300.1		
OG0042702							TraesCS6D03G0224200.1		
OG0042703								TRITD2Bv1G172200.5	
OG0042704									Zm00001eb188930_P001
OG0042705							TraesCS6B03G0745100.2		
OG0042706						SORBI_3001G225900			
OG0042707							TraesCS7D03G0243600.1		
OG0042708		AVESA.00018a.r1.7AG05555940.1							
OG0042709	AT5G64920.1								
OG0042710					Os04g0644625				
OG0042711					Os09g0506525				
OG0042712			Bradi3g32745.3.p						
OG0042713		AVESA.00018a.r1.1CG00569020.1							
OG0042714					Os05g0347200				
OG0042715	AT3G18291.1								
OG0042716							TraesCS7D03G0568400.1		
OG0042717		AVESA.00018a.r1.7CG05970510.1							
OG0042718						SORBI_3010G051600			
OG0042719					Os07g0244350				
OG0042720		AVESA.00018a.r1.5CG04273950.1							
OG0042721					Os05g0139551				
OG0042722					Os08g0427100				
OG0042723					Os03g0800050				
OG0042724						SORBI_3002G379201			
OG0042725		AVESA.00018a.r1.4AG02938060.1							
OG0042726							TraesCS6B03G1137400.1		
OG0042727							TraesCS3A03G1028600.1		
OG0042728					Os05g0544750				
OG0042729									Zm00001eb014100_P001
OG0042730					Os08g0381400				
OG0042731					Os01g0308200				
OG0042732						SORBI_3002G347750			
OG0042733								TRITD3Av1G135470.3	
OG0042734		AVESA.00018a.r1.1DG00666610.1							
OG0042735							TraesCS1D03G0100200.1		
OG0042736								TRITD2Av1G025330.1	
OG0042737	AT4G11660.1								
OG0042738						SORBI_3006G238900			
OG0042739						SORBI_3003G067400			
OG0042740							TraesCS6D03G0851900.1		
OG0042741			Bradi5g01366.2.p						
OG0042742									Zm00001eb368720_P001
OG0042743						SORBI_3010G061600			
OG0042744							TraesCS2B03G1379000.2		
OG0042745						SORBI_3006G102600			
OG0042746			Bradi2g57235.1.p						
OG0042747					Os09g0259800				
OG0042748						SORBI_3010G263950			
OG0042749								TRITD7Bv1G179700.1	
OG0042750		AVESA.00018a.r1.1AG00284070.1							
OG0042751		AVESA.00018a.r1.6DG05364400.1							
OG0042752					Os11g0435000				
OG0042753					Os02g0195900				
OG0042754			Bradi2g23839.1.p						
OG0042755		AVESA.00018a.r1.3CG02309740.1							
OG0042756		AVESA.00018a.r1.4AG02629740.1							
OG0042757									Zm00001eb294440_P002
OG0042758							TraesCS5A03G0122400.1		
OG0042759						SORBI_3010G165400			
OG0042760					Os11g0671950				
OG0042761									Zm00001eb164850_P001
OG0042762		AVESA.00018a.r1.2CG01475520.1							
OG0042763					Os08g0478000				
OG0042764					Os05g0441275				
OG0042765						SORBI_3003G174475			
OG0042766						SORBI_3003G427200			
OG0042767		AVESA.00018a.r1.6AG04825780.1							
OG0042768								TRITD5Av1G126900.1	
OG0042769			Bradi3g43696.1.p						
OG0042770	AT1G79103.1								
OG0042771					Os01g0888044				
OG0042772					Os07g0606500				
OG0042773	ATMG00650.1								
OG0042774								TRITD3Av1G286020.1	
OG0042775									Zm00001eb027700_P001
OG0042776			Bradi2g17236.1.p						
OG0042777					Os09g0277900				
OG0042778							TraesCS7A03G0521900.1		
OG0042779									Zm00001eb083400_P001
OG0042780						SORBI_3K016700			
OG0042781			Bradi3g53113.1.p						
OG0042782									Zm00001eb353040_P001
OG0042783		AVESA.00018a.r1.7DG06272990.1							
OG0042784		AVESA.00018a.r1.6DG05359100.1							
OG0042785							TraesCS2D03G1074900.1		
OG0042786		AVESA.00018a.r1.1AG00322320.3							
OG0042787						SORBI_3010G124001			
OG0042788	AT4G16460.1								
OG0042789		AVESA.00018a.r1.5DG04519260.1							
OG0042790			Bradi1g61960.2.p						
OG0042791									Zm00001eb142670_P001
OG0042792						SORBI_3010G203150			
OG0042793									Zm00001eb204470_P001
OG0042794	AT3G24640.1								
OG0042795					Os05g0441625				
OG0042796		AVESA.00018a.r1.4DG03561870.1							
OG0042797							TraesCS2D03G0281700.1		
OG0042798					Os01g0556201				
OG0042799						SORBI_3009G079700			
OG0042800				HORVU.MOREX.r3.6HG0626880.1					
OG0042801					Os06g0152550				
OG0042802					Os03g0439650				
OG0042803							TraesCS4A03G0417100.1		
OG0042804							TraesCS4B03G0426100.1		
OG0042805						SORBI_3005G116800			
OG0042806						SORBI_3003G012750			
OG0042807					Os03g0121950				
OG0042808					Os01g0891033				
OG0042809								TRITD4Av1G032170.1	
OG0042810							TraesCSU03G0527900.1		
OG0042811						SORBI_3005G100250			
OG0042812		AVESA.00018a.r1.1AG00347690.2							
OG0042813					Os09g0315401				
OG0042814				HORVU.MOREX.r3.6HG0603550.1					
OG0042815									Zm00001eb092020_P001
OG0042816					Os10g0491801				
OG0042817									Zm00001eb041300_P001
OG0042818						SORBI_3009G168150			
OG0042819						SORBI_3007G011100			
OG0042820							TraesCS7A03G0005900.1		
OG0042821								TRITD4Bv1G172070.3	
OG0042822								TRITD7Av1G105230.1	
OG0042823						SORBI_3002G182400			
OG0042824									Zm00001eb155850_P001
OG0042825					Os06g0667400				
OG0042826					Os08g0288300				
OG0042827					Os05g0274600				
OG0042828							TraesCS2D03G1231500.1		
OG0042829					Os10g0350650				
OG0042830						SORBI_3005G145800			
OG0042831	AT3G04770.1								
OG0042832					Os09g0251900				
OG0042833						SORBI_3002G379500			
OG0042834							TraesCS6D03G0165100.2		
OG0042835			Bradi1g15986.1.p						
OG0042836			Bradi2g56525.1.p						
OG0042837	AT1G54773.1								
OG0042838						SORBI_3004G076850			
OG0042839						SORBI_3005G133600			
OG0042840			Bradi5g10773.1.p						
OG0042841						SORBI_3004G099000			
OG0042842									Zm00001eb125250_P002
OG0042843						SORBI_3001G435600			
OG0042844					Os05g0592450				
OG0042845					Os03g0311100				
OG0042846			Bradi1g75075.1.p						
OG0042847								TRITD6Bv1G087720.1	
OG0042848									Zm00001eb207550_P001
OG0042849						SORBI_3004G130001			
OG0042850									Zm00001eb123780_P001
OG0042851						SORBI_3004G010800			
OG0042852				HORVU.MOREX.r3.3HG0321010.1					
OG0042853		AVESA.00018a.r1.5DG04297670.1							
OG0042854		AVESA.00018a.r1.6CG04935820.1							
OG0042855					Os04g0472250				
OG0042856		AVESA.00018a.r1.2AG00991010.1							
OG0042857					Os05g0429050				
OG0042858						SORBI_3006G003350			
OG0042859						SORBI_3001G141500			
OG0042860									Zm00001eb113410_P001
OG0042861						SORBI_3010G058650			
OG0042862			Bradi4g06534.1.p						
OG0042863					Os04g0668501				
OG0042864		AVESA.00018a.r1.5AG03684440.3							
OG0042865			Bradi1g17805.1.p						
OG0042866				HORVU.MOREX.r3.3HG0294440.1					
OG0042867							TraesCS5D03G0011600.1		
OG0042868					Os11g0496300				
OG0042869					Os06g0525700				
OG0042870		AVESA.00018a.r1.4AG02724450.1							
OG0042871	AT2G29400.1								
OG0042872									Zm00001eb249140_P001
OG0042873					Os01g0943400				
OG0042874						SORBI_3003G159000			
OG0042875				HORVU.MOREX.r3.7HG0744120.1					
OG0042876	AT2G07658.1								
OG0042877								TRITD5Av1G143500.1	
OG0042878							TraesCS7D03G0246000.1		
OG0042879						SORBI_3009G104400			
OG0042880		AVESA.00018a.r1.2AG01130670.1							
OG0042881							TraesCS7B03G0948300.1		
OG0042882						SORBI_3008G044200			
OG0042883			Bradi4g32085.1.p						
OG0042884					Os04g0601100				
OG0042885							TraesCS2A03G0549800.1		
OG0042886		AVESA.00018a.r1.6CG04992560.1							
OG0042887		AVESA.00018a.r1.1CG00498890.1							
OG0042888			Bradi1g22121.1.p						
OG0042889		AVESA.00018a.r1.3DG02622040.3							
OG0042890			Bradi4g10415.1.p						
OG0042891								TRITD3Bv1G081790.1	
OG0042892		AVESA.00018a.r1.2AG01109060.1							
OG0042893								TRITD4Av1G262580.1	
OG0042894					Os06g0122500				
OG0042895			Bradi4g36540.1.p						
OG0042896		AVESA.00018a.r1.4AG02873620.1							
OG0042897	AT2G22942.1								
OG0042898			Bradi2g36310.1.p						
OG0042899		AVESA.00018a.r1.4CG03214370.1							
OG0042900					Os07g0548500				
OG0042901					Os02g0176300				
OG0042902		AVESA.00018a.r1.1DG00731070.1							
OG0042903					Os11g0239900				
OG0042904								TRITD5Bv1G227090.1	
OG0042905							TraesCS5D03G0077900.1		
OG0042906									Zm00001eb434180_P001
OG0042907							TraesCS1A03G0976000.1		
OG0042908					Os04g0578900				
OG0042909								TRITD5Av1G247220.5	
OG0042910							TraesCS6D03G0405000.1		
OG0042911		AVESA.00018a.r1.4DG03624580.1							
OG0042912							TraesCS7B03G1334500.1		
OG0042913					Os05g0440150				
OG0042914			Bradi2g28546.1.p						
OG0042915								TRITD2Av1G008250.1	
OG0042916			Bradi2g44700.1.p						
OG0042917	AT5G39715.1								
OG0042918			Bradi5g18413.1.p						
OG0042919							TraesCS7D03G0065000.1		
OG0042920	AT1G76994.1								
OG0042921					Os08g0177000				
OG0042922		AVESA.00018a.r1.1AG00340390.1							
OG0042923							TraesCS2D03G0984100.1		
OG0042924									Zm00001eb231130_P001
OG0042925							TraesCS7D03G1060100.1		
OG0042926									Zm00001eb223590_P001
OG0042927			Bradi2g41945.1.p						
OG0042928					Os01g0168850				
OG0042929							TraesCS1B03G0594900.1		
OG0042930									Zm00001eb409900_P001
OG0042931							TraesCS1D03G0852900.1		
OG0042932			Bradi1g78803.1.p						
OG0042933	AT5G41320.1								
OG0042934					Os05g0245200				
OG0042935		AVESA.00018a.r1.6DG05372450.1							
OG0042936						SORBI_3006G265500			
OG0042937				HORVU.MOREX.r3.3HG0317790.1					
OG0042938					Os05g0459200				
OG0042939					Os01g0884600				
OG0042940							TraesCS1D03G0830300.1		
OG0042941						SORBI_3009G152120			
OG0042942			Bradi4g43825.1.p						
OG0042943	AT1G73510.1								
OG0042944		AVESA.00018a.r1.1DG00871110.1							
OG0042945	AT2G37950.1								
OG0042946		AVESA.00018a.r1.6CG05029530.1							
OG0042947					Os07g0494200				
OG0042948							TraesCS4A03G0366500.1		
OG0042949			Bradi2g34829.1.p						
OG0042950					Os11g0239866				
OG0042951						SORBI_3005G110433			
OG0042952			Bradi1g24132.1.p						
OG0042953							TraesCS5A03G0496000.1		
OG0042954	AT3G45150.1								
OG0042955		AVESA.00018a.r1.7CG05808070.1							
OG0042956							TraesCS5A03G0787400.1		
OG0042957		AVESA.00018a.r1.5CG04282270.1							
OG0042958							TraesCS4B03G0240700.1		
OG0042959		AVESA.00018a.r1.5CG04277670.1							
OG0042960						SORBI_3001G035700			
OG0042961		AVESA.00018a.r1.3AG02028560.1							
OG0042962								TRITD5Av1G137630.1	
OG0042963			Bradi2g43084.1.p						
OG0042964	AT2G34238.1								
OG0042965			Bradi2g61696.1.p						
OG0042966			Bradi3g43143.3.p						
OG0042967									Zm00001eb295790_P001
OG0042968						SORBI_3010G132700			
OG0042969					Os03g0441350				
OG0042970									Zm00001eb381310_P001
OG0042971									Zm00001eb140610_P001
OG0042972					Os02g0805300				
OG0042973							TraesCS4D03G0798100.1		
OG0042974			Bradi1g31612.1.p						
OG0042975					Os06g0528350				
OG0042976							TraesCS6D03G0929900.1		
OG0042977			Bradi2g46043.1.p						
OG0042978			Bradi1g25916.1.p						
OG0042979					Os01g0245000				
OG0042980						SORBI_3004G141500			
OG0042981						SORBI_3004G251350			
OG0042982			Bradi1g38889.1.p						
OG0042983					Os07g0582800				
OG0042984							TraesCS5B03G1093100.1		
OG0042985					Os05g0253400				
OG0042986					Os09g0424850				
OG0042987						SORBI_3004G317800			
OG0042988					Os07g0507100				
OG0042989								TRITD3Bv1G128860.1	
OG0042990							TraesCS1D03G0766900.1		
OG0042991			Bradi1g57129.1.p						
OG0042992					Os06g0572350				
OG0042993					Os02g0610851				
OG0042994					Os07g0158100				
OG0042995						SORBI_3006G041750			
OG0042996					Os03g0722200				
OG0042997								TRITD7Bv1G005580.4	
OG0042998		AVESA.00018a.r1.6CG04967220.1							
OG0042999									Zm00001eb080090_P001
OG0043000			Bradi3g18312.1.p						
OG0043001									Zm00001eb406720_P001
OG0043002						SORBI_3002G227400			
OG0043003					Os03g0190500				
OG0043004	AT5G62110.1								
OG0043005			Bradi2g05075.1.p						
OG0043006							TraesCS2D03G0813300.2		
OG0043007								TRITD1Av1G017220.2	
OG0043008								TRITD7Bv1G125020.1	
OG0043009		AVESA.00018a.r1.7DG06279440.1							
OG0043010	AT3G48970.1								
OG0043011						SORBI_3003G176400			
OG0043012						SORBI_3001G260300			
OG0043013	AT5G14515.1								
OG0043014					Os02g0118850				
OG0043015						SORBI_3006G156200			
OG0043016									Zm00001eb150720_P001
OG0043017			Bradi2g13153.1.p						
OG0043018	AT4G00310.1								
OG0043019								TRITD2Av1G066120.1	
OG0043020					Os01g0233600				
OG0043021			Bradi3g21742.1.p						
OG0043022									Zm00001eb106860_P001
OG0043023						SORBI_3002G257150			
OG0043024						SORBI_3006G280700			
OG0043025			Bradi4g43102.1.p						
OG0043026						SORBI_3004G216300			
OG0043027		AVESA.00018a.r1.5AG03957720.1							
OG0043028					Os08g0116632				
OG0043029					Os04g0499700				
OG0043030					Os12g0215700				
OG0043031						SORBI_3002G147350			
OG0043032	AT2G37585.1								
OG0043033	AT1G62978.1								
OG0043034					Os11g0645600				
OG0043035			Bradi2g61235.1.p						
OG0043036	AT2G43261.1								
OG0043037			Bradi4g12804.1.p						
OG0043038					Os03g0753600				
OG0043039							TraesCS4A03G0106200.1		
OG0043040			Bradi3g28498.1.p						
OG0043041					Os01g0268766				
OG0043042							TraesCS3D03G1080400.1		
OG0043043					Os09g0491238				
OG0043044									Zm00001eb143840_P001
OG0043045					Os11g0692000				
OG0043046							TraesCS2D03G0459600.1		
OG0043047					Os10g0126400				
OG0043048						SORBI_3002G073000			
OG0043049					Os01g0590850				
OG0043050								TRITD3Av1G090770.1	
OG0043051					Os01g0232450				
OG0043052			Bradi1g49202.2.p						
OG0043053							TraesCS2A03G0198300.1		
OG0043054					Os01g0674125				
OG0043055			Bradi1g15291.1.p						
OG0043056							TraesCS2D03G1233900.1		
OG0043057						SORBI_3001G469966			
OG0043058							TraesCS7A03G1139000.1		
OG0043059		AVESA.00018a.r1.1DG00797400.1							
OG0043060					Os12g0628350				
OG0043061								TRITD4Av1G040360.1	
OG0043062		AVESA.00018a.r1.1AG00170830.1							
OG0043063							TraesCS1D03G0766600.1		
OG0043064		AVESA.00018a.r1.1DG00851270.1							
OG0043065									Zm00001eb169690_P001
OG0043066			Bradi5g03174.1.p						
OG0043067									Zm00001eb147540_P001
OG0043068							TraesCS1D03G1041200.1		
OG0043069						SORBI_3008G035633			
OG0043070			Bradi3g19165.1.p						
OG0043071	AT2G01667.1								
OG0043072		AVESA.00018a.r1.7DG06210420.1							
OG0043073									Zm00001eb291090_P001
OG0043074								TRITD3Av1G195220.1	
OG0043075					Os01g0143750				
OG0043076	AT1G01370.1								
OG0043077						SORBI_3010G226400			
OG0043078					Os11g0625700				
OG0043079		AVESA.00018a.r1.3AG01847120.1							
OG0043080						SORBI_3004G111300			
OG0043081								TRITD7Av1G123150.2	
OG0043082								TRITD4Av1G259280.1	
OG0043083	AT2G32550.2								
OG0043084					Os07g0596000				
OG0043085			Bradi1g71781.1.p						
OG0043086					Os04g0607566				
OG0043087						SORBI_3001G185450			
OG0043088								TRITD1Bv1G041050.1	
OG0043089								TRITD6Bv1G003180.3	
OG0043090								TRITD2Av1G000670.1	
OG0043091			Bradi2g37382.1.p						
OG0043092					Os02g0256000				
OG0043093								TRITD2Av1G008130.1	
OG0043094		AVESA.00018a.r1.2DG01499730.2							
OG0043095		AVESA.00018a.r1.5DG04504560.3							
OG0043096								TRITD5Av1G239720.1	
OG0043097						SORBI_3005G136900			
OG0043098								TRITD3Av1G071650.1	
OG0043099							TraesCS1B03G0573400.1		
OG0043100							TraesCS1D03G0352000.1		
OG0043101									Zm00001eb199180_P001
OG0043102						SORBI_3005G184050			
OG0043103							TraesCS4D03G0771900.1		
OG0043104				HORVU.MOREX.r3.2HG0206040.1					
OG0043105			Bradi2g37276.1.p						
OG0043106		AVESA.00018a.r1.6DG05294500.1							
OG0043107		AVESA.00018a.r1.7CG05735680.1							
OG0043108					Os02g0191901				
OG0043109							TraesCS3B03G0681700.1		
OG0043110						SORBI_3001G163666			
OG0043111			Bradi5g21323.1.p						
OG0043112					Os07g0472150				
OG0043113			Bradi3g49722.1.p						
OG0043114	AT1G45165.1								
OG0043115							TraesCS7B03G0676500.1		
OG0043116					Os03g0353366				
OG0043117								TRITD5Av1G238490.1	
OG0043118		AVESA.00018a.r1.5CG04241410.2							
OG0043119					Os02g0532401				
OG0043120					Os07g0504601				
OG0043121									Zm00001eb181930_P001
OG0043122						SORBI_3002G144400			
OG0043123	AT2G43150.1								
OG0043124		AVESA.00018a.r1.3CG02059250.1							
OG0043125			Bradi3g30715.1.p						
OG0043126							TraesCS1A03G0850000.1		
OG0043127									Zm00001eb033710_P001
OG0043128								TRITD7Bv1G159370.1	
OG0043129								TRITD3Bv1G045980.3	
OG0043130					Os03g0284700				
OG0043131					Os01g0545701				
OG0043132					Os04g0483950				
OG0043133					Os12g0185900				
OG0043134					Os08g0479602				
OG0043135					Os01g0846150				
OG0043136					Os02g0575350				
OG0043137					Os03g0695000				
OG0043138			Bradi3g34765.1.p						
OG0043139							TraesCS6D03G0765800.1		
OG0043140							TraesCS3B03G1410900.1		
OG0043141					Os05g0123650				
OG0043142	AT2G29925.1								
OG0043143	AT3G15635.1								
OG0043144	AT2G07646.1								
OG0043145					Os04g0384332				
OG0043146			Bradi2g46298.2.p						
OG0043147		AVESA.00018a.r1.4CG03297900.1							
OG0043148		AVESA.00018a.r1.3DG02362660.1							
OG0043149		AVESA.00018a.r1.3DG02540440.1							
OG0043150					Os02g0457100				
OG0043151	AT4G20690.1								
OG0043152	AT5G24830.1								
OG0043153							TraesCS4A03G0617300.1		
OG0043154					Os11g0707250				
OG0043155					Os11g0461851				
OG0043156					Os03g0217400				
OG0043157					Os06g0496950				
OG0043158						SORBI_3008G145700			
OG0043159		AVESA.00018a.r1.3CG02084680.1							
OG0043160		AVESA.00018a.r1.5CG04070760.1							
OG0043161					Os04g0383100				
OG0043162		AVESA.00018a.r1.4AG02837030.1							
OG0043163					Os09g0246900				
OG0043164			Bradi2g21720.1.p						
OG0043165					Os02g0729251				
OG0043166		AVESA.00018a.r1.4AG02835370.1							
OG0043167		AVESA.00018a.r1.7DG06002950.1							
OG0043168								TRITD1Av1G132770.1	
OG0043169				HORVU.MOREX.r3.1HG0059980.1					
OG0043170		AVESA.00018a.r1.4DG03548660.1							
OG0043171							TraesCS7D03G1256600.1		
OG0043172					Os03g0140300				
OG0043173						SORBI_3010G227950			
OG0043174							TraesCS3B03G0376100.1		
OG0043175							TraesCS2B03G0414600.1		
OG0043176								TRITD6Av1G166950.1	
OG0043177				HORVU.MOREX.r3.6HG0565660.1					
OG0043178									Zm00001eb264710_P001
OG0043179		AVESA.00018a.r1.6AG04842060.1							
OG0043180								TRITD4Bv1G018670.1	
OG0043181		AVESA.00018a.r1.5DG04283190.1							
OG0043182								TRITD6Bv1G174230.1	
OG0043183			Bradi3g11492.1.p						
OG0043184			Bradi1g51383.1.p						
OG0043185									Zm00001eb031610_P001
OG0043186					Os07g0134650				
OG0043187							TraesCS6B03G0147600.1		
OG0043188				HORVU.MOREX.r3.4HG0358510.1					
OG0043189							TraesCS3A03G1053100.1		
OG0043190	AT4G24950.1								
OG0043191		AVESA.00018a.r1.7AG05461770.1							
OG0043192									Zm00001eb206630_P001
OG0043193			Bradi3g18517.1.p						
OG0043194									Zm00001eb102270_P001
OG0043195					Os05g0214001				
OG0043196									Zm00001eb068970_P001
OG0043197		AVESA.00018a.r1.3DG02593810.1							
OG0043198			Bradi4g03193.2.p						
OG0043199		AVESA.00018a.r1.6CG04907950.1							
OG0043200					Os07g0258800				
OG0043201							TraesCS4D03G0807100.2		
OG0043202			Bradi1g44810.1.p						
OG0043203						SORBI_3005G036350			
OG0043204								TRITD0Uv1G055140.1	
OG0043205			Bradi2g28886.1.p						
OG0043206								TRITD5Bv1G016140.2	
OG0043207					Os02g0619801				
OG0043208									Zm00001eb388730_P001
OG0043209					Os01g0363750				
OG0043210			Bradi2g01473.1.p						
OG0043211						SORBI_3007G018651			
OG0043212									Zm00001eb418890_P001
OG0043213	AT1G73890.1								
OG0043214								TRITD1Bv1G217060.1	
OG0043215						SORBI_3008G047200			
OG0043216			Bradi3g43536.1.p						
OG0043217		AVESA.00018a.r1.4AG02630680.1							
OG0043218						SORBI_3001G093600			
OG0043219					Os08g0263100				
OG0043220							TraesCS7A03G0068200.1		
OG0043221					Os04g0312733				
OG0043222					Os08g0449500				
OG0043223						SORBI_3006G061201			
OG0043224						SORBI_3001G538275			
OG0043225	AT5G40155.1								
OG0043226					Os06g0609900				
OG0043227							TraesCS1D03G1007800.1		
OG0043228							TraesCS2D03G0247600.1		
OG0043229	AT3G47100.1								
OG0043230					Os07g0283450				
OG0043231		AVESA.00018a.r1.6CG05009500.1							
OG0043232								TRITD4Av1G047110.3	
OG0043233						SORBI_3009G010800			
OG0043234		AVESA.00018a.r1.2DG01580510.1							
OG0043235			Bradi1g61425.1.p						
OG0043236					Os10g0177101				
OG0043237					Os08g0522300				
OG0043238						SORBI_3009G134700			
OG0043239		AVESA.00018a.r1.1DG00646420.1							
OG0043240					Os01g0223500				
OG0043241						SORBI_3009G082100			
OG0043242							TraesCS4A03G0843100.2		
OG0043243							TraesCS2A03G0081500.1		
OG0043244			Bradi3g00945.1.p						
OG0043245						SORBI_3002G321600			
OG0043246		AVESA.00018a.r1.5CG04110260.1							
OG0043247					Os07g0289800				
OG0043248								TRITD1Av1G230450.1	
OG0043249					Os06g0567783				
OG0043250		AVESA.00018a.r1.2CG01275330.1							
OG0043251					Os06g0623850				
OG0043252									Zm00001eb427390_P001
OG0043253								TRITD7Bv1G179510.1	
OG0043254							TraesCS6D03G0031000.1		
OG0043255		AVESA.00018a.r1.2AG01023700.1							
OG0043256	AT2G23321.1								
OG0043257									Zm00001eb359960_P001
OG0043258					Os12g0479200				
OG0043259		AVESA.00018a.r1.1DG00753750.1							
OG0043260			Bradi5g13416.2.p						
OG0043261			Bradi1g70195.1.p						
OG0043262	AT3G16930.1								
OG0043263					Os05g0207350				
OG0043264			Bradi3g08405.1.p						
OG0043265							TraesCS2D03G0007200.1		
OG0043266					Os12g0626450				
OG0043267							TraesCS2B03G1138300.1		
OG0043268							TraesCS5D03G1018900.1		
OG0043269		AVESA.00018a.r1.5CG04162330.2							
OG0043270			Bradi1g09171.1.p						
OG0043271		AVESA.00018a.r1.3CG02068710.1							
OG0043272					Os07g0487666				
OG0043273	AT1G31835.2								
OG0043274							TraesCS1D03G0906200.1		
OG0043275					Os02g0621400				
OG0043276						SORBI_3004G291200			
OG0043277			Bradi3g09032.1.p						
OG0043278	AT4G38340.1								
OG0043279							TraesCS6D03G0926300.1		
OG0043280						SORBI_3001G311400			
OG0043281								TRITD7Bv1G230360.2	
