Orthogroup	Duplications (all)	Duplications (50% support)
OG0008060	6	6
OG0008061	6	6
OG0008062	6	6
OG0008063	6	6
OG0008064	6	6
OG0008065	6	6
OG0008066	6	6
OG0008067	6	6
OG0008068	6	6
OG0008069	6	6
OG0008070	5	5
OG0008071	6	6
OG0008072	7	7
OG0008073	6	6
OG0008074	6	6
OG0008075	6	6
OG0008076	6	6
OG0008077	6	6
OG0008078	5	5
OG0008079	6	6
OG0008080	6	6
OG0008081	6	6
OG0008082	6	6
OG0008083	6	6
OG0008084	7	7
OG0008085	6	5
OG0008086	7	7
OG0008087	5	5
OG0008088	6	6
OG0008089	6	6
OG0008090	4	4
OG0008091	7	7
OG0008092	5	5
OG0008093	6	6
OG0008094	6	4
OG0008095	7	7
OG0008096	6	6
OG0008097	4	4
OG0008098	6	6
OG0008099	7	7
OG0008100	6	6
OG0008101	8	8
OG0008102	6	6
OG0008103	6	6
OG0008104	7	7
OG0008105	6	6
OG0008106	6	6
OG0008107	6	6
OG0008108	6	6
OG0008109	6	6
OG0008110	6	6
OG0008111	6	6
OG0008112	6	6
OG0008113	7	7
OG0008114	6	6
OG0008115	6	6
OG0008116	6	6
OG0008117	6	6
OG0008118	6	6
OG0008119	6	6
OG0008120	6	6
OG0008121	6	6
OG0008122	6	6
OG0008123	6	6
OG0008124	6	6
OG0008125	6	6
OG0008126	6	6
OG0008127	6	6
OG0008128	6	6
OG0008129	7	7
OG0008130	7	7
OG0008131	5	5
OG0008132	5	4
OG0008133	6	6
OG0008134	6	6
OG0008135	5	5
OG0008136	5	5
OG0008137	6	6
OG0008138	5	5
OG0008139	6	6
OG0008140	5	4
OG0008141	7	7
OG0008142	6	6
OG0008143	6	6
OG0008144	6	6
OG0008145	6	6
OG0008146	5	5
OG0008147	6	6
OG0008148	7	7
OG0008149	5	5
OG0008150	7	6
OG0008151	7	7
OG0008152	6	6
OG0008153	6	6
OG0008154	6	3
OG0008155	6	6
OG0008156	6	6
OG0008157	6	6
OG0008158	6	6
OG0008159	6	6
OG0008160	6	6
OG0008161	6	6
OG0008162	7	7
OG0008163	6	6
OG0008164	6	6
OG0008165	6	6
OG0008166	5	5
OG0008167	6	6
OG0008168	6	6
OG0008169	6	6
OG0008170	6	6
OG0008171	6	6
OG0008172	7	7
OG0008173	7	5
OG0008174	6	6
OG0008175	6	6
OG0008176	6	6
OG0008177	6	6
OG0008178	6	6
OG0008179	6	6
OG0008180	7	6
OG0008181	6	6
OG0008182	6	6
OG0008183	7	7
OG0008184	6	6
OG0008185	6	6
OG0008186	6	6
OG0008187	6	6
OG0008188	6	6
OG0008189	6	6
OG0008190	6	6
OG0008191	6	6
OG0008192	6	6
OG0008193	7	7
OG0008194	6	6
OG0008195	6	6
OG0008196	6	6
OG0008197	7	7
OG0008198	6	6
OG0008199	8	8
OG0008200	5	5
OG0008201	7	7
OG0008202	6	6
OG0008203	6	6
OG0008204	6	6
OG0008205	6	6
OG0008206	5	5
OG0008207	6	6
OG0008208	6	6
OG0008209	6	6
OG0008210	5	5
OG0008211	5	4
OG0008212	7	7
OG0008213	6	6
OG0008214	6	6
OG0008215	5	5
OG0008216	7	7
OG0008217	6	6
OG0008218	6	6
OG0008219	6	6
OG0008220	6	6
OG0008221	7	7
OG0008222	6	6
OG0008223	7	7
OG0008224	7	7
OG0008225	6	6
OG0008226	6	6
OG0008227	6	6
OG0008228	6	6
OG0008229	6	6
OG0008230	7	7
OG0008231	6	6
OG0008232	6	6
OG0008233	6	6
OG0008234	6	6
OG0008235	6	6
OG0008236	6	6
OG0008237	5	5
OG0008238	7	7
OG0008239	5	5
OG0008240	6	6
OG0008241	7	7
OG0008242	6	6
OG0008243	6	6
OG0008244	6	6
OG0008245	6	6
OG0008246	7	7
OG0008247	6	6
OG0008248	7	7
OG0008249	6	4
OG0008250	7	7
OG0008251	6	6
OG0008252	5	5
OG0008253	6	6
OG0008254	6	6
OG0008255	6	6
OG0008256	6	6
OG0008257	6	6
OG0008258	6	6
OG0008259	6	6
OG0008260	6	6
OG0008261	5	5
OG0008262	5	5
OG0008263	8	8
OG0008264	6	6
OG0008265	6	6
OG0008266	6	6
OG0008267	4	4
OG0008268	5	4
OG0008269	6	6
OG0008270	7	7
OG0008271	6	6
OG0008272	6	6
OG0008273	7	7
OG0008274	6	6
OG0008275	6	6
OG0008276	6	6
OG0008277	7	7
OG0008278	6	6
OG0008279	5	5
OG0008280	7	7
OG0008281	7	7
OG0008282	6	6
OG0008283	5	5
OG0008284	6	6
OG0008285	6	6
OG0008286	6	6
OG0008287	5	5
OG0008288	6	6
OG0008289	6	6
OG0008290	6	6
OG0008291	7	7
OG0008292	5	4
OG0008293	6	6
OG0008294	6	6
OG0008295	6	6
OG0008296	6	6
OG0008297	6	6
OG0008298	6	6
OG0008299	4	4
OG0008300	5	5
OG0008301	6	6
OG0008302	6	6
OG0008303	7	7
OG0008304	6	6
OG0008305	7	7
OG0008306	6	6
OG0008307	6	6
OG0008308	6	6
OG0008309	4	4
OG0008310	6	6
OG0008311	5	5
OG0008312	6	6
OG0008313	7	7
OG0008314	6	6
OG0008315	6	6
OG0008316	6	6
OG0008317	7	7
OG0008318	6	6
OG0008319	6	6
OG0008320	6	6
OG0008321	6	6
OG0008322	6	6
OG0008323	5	5
OG0008324	5	5
OG0008325	6	6
OG0008326	6	6
OG0008327	5	5
OG0008328	6	6
OG0008329	6	6
OG0008330	6	6
OG0008331	6	6
OG0008332	6	5
OG0008333	6	6
OG0008334	6	6
OG0008335	6	6
OG0008336	6	6
OG0008337	6	6
OG0008338	6	6
OG0008339	5	4
OG0008340	5	5
OG0008341	6	6
OG0008342	6	6
OG0008343	5	5
OG0008344	6	6
OG0008345	6	6
OG0008346	6	6
OG0008347	6	6
OG0008348	7	7
OG0008349	6	6
OG0008350	6	6
OG0008351	7	7
OG0008352	6	6
OG0008353	6	6
OG0008354	6	6
OG0008355	6	6
OG0008356	6	6
OG0008357	5	4
OG0008358	7	7
OG0008359	8	8
OG0008360	8	8
OG0008361	14	14
OG0008362	7	7
OG0008363	9	8
OG0008364	5	4
OG0008365	9	9
OG0008366	15	15
OG0008367	7	7
OG0008368	5	4
OG0008369	7	7
OG0008370	11	11
OG0008371	8	8
OG0008372	8	8
OG0008373	12	12
OG0008374	15	15
OG0008375	8	7
OG0008376	7	6
OG0008377	15	15
OG0008378	15	15
OG0008379	8	8
OG0008380	7	7
OG0008381	9	9
OG0008382	10	10
OG0008383	7	7
OG0008384	15	15
OG0008385	6	6
OG0008386	12	12
OG0008387	7	7
OG0008388	8	8
OG0008389	13	13
OG0008390	7	7
OG0008391	8	8
OG0008392	6	6
OG0008393	7	7
OG0008394	8	7
OG0008395	11	11
OG0008396	10	10
OG0008397	6	6
OG0008398	8	8
OG0008399	9	9
OG0008400	6	6
OG0008401	6	6
OG0008402	8	8
OG0008403	8	8
OG0008404	8	8
OG0008405	7	7
OG0008406	7	7
OG0008407	6	5
OG0008408	7	7
OG0008409	7	7
OG0008410	6	6
OG0008411	5	4
OG0008412	7	7
OG0008413	7	7
OG0008414	9	9
OG0008415	6	6
OG0008416	8	8
OG0008417	8	8
OG0008418	10	10
OG0008419	6	6
OG0008420	7	7
OG0008421	7	7
OG0008422	8	8
OG0008423	9	8
OG0008424	6	6
OG0008425	7	7
OG0008426	9	7
OG0008427	15	15
OG0008428	6	5
OG0008429	10	8
OG0008430	9	8
OG0008431	8	7
OG0008432	8	8
OG0008433	6	6
OG0008434	11	11
OG0008435	7	7
OG0008436	8	8
OG0008437	12	12
OG0008438	9	8
OG0008439	10	10
OG0008440	6	6
OG0008441	6	5
OG0008442	6	6
OG0008443	7	7
OG0008444	7	7
OG0008445	7	6
OG0008446	6	6
OG0008447	11	11
OG0008448	7	7
OG0008449	7	6
OG0008450	11	10
OG0008451	6	6
OG0008452	14	14
OG0008453	9	9
OG0008454	11	11
OG0008455	7	7
OG0008456	7	7
OG0008457	8	8
OG0008458	6	6
OG0008459	8	8
OG0008460	6	5
OG0008461	6	6
OG0008462	7	7
OG0008463	6	5
OG0008464	7	7
OG0008465	7	7
OG0008466	6	6
OG0008467	11	11
OG0008468	7	7
OG0008469	9	9
OG0008470	9	9
OG0008471	6	6
OG0008472	12	12
OG0008473	8	8
OG0008474	8	8
OG0008475	6	6
OG0008476	8	8
OG0008477	6	6
OG0008478	7	7
OG0008479	6	6
OG0008480	6	6
OG0008481	7	7
OG0008482	6	6
OG0008483	6	6
OG0008484	7	7
OG0008485	9	9
OG0008486	5	5
OG0008487	7	7
OG0008488	7	7
OG0008489	9	9
OG0008490	6	3
OG0008491	8	7
OG0008492	6	6
OG0008493	7	7
OG0008494	8	8
OG0008495	7	6
OG0008496	7	7
OG0008497	3	3
OG0008498	10	10
OG0008499	7	7
OG0008500	6	6
OG0008501	6	6
OG0008502	11	10
OG0008503	8	7
OG0008504	8	8
OG0008505	10	9
OG0008506	6	6
OG0008507	7	7
OG0008508	9	9
OG0008509	15	15
OG0008510	8	8
OG0008511	5	5
OG0008512	6	4
OG0008513	8	8
OG0008514	15	15
OG0008515	7	7
OG0008516	6	6
OG0008517	6	6
OG0008518	15	15
OG0008519	13	13
OG0008520	12	10
OG0008521	7	7
OG0008522	10	10
OG0008523	5	5
OG0008524	8	8
OG0008525	9	6
OG0008526	5	5
OG0008527	8	7
OG0008528	5	5
OG0008529	6	5
OG0008530	5	5
OG0008531	5	5
OG0008532	5	5
OG0008533	5	5
OG0008534	4	4
OG0008535	5	5
OG0008536	5	5
OG0008537	5	5
OG0008538	5	5
OG0008539	5	5
OG0008540	5	5
OG0008541	5	5
OG0008542	7	7
OG0008543	4	4
OG0008544	5	5
OG0008545	5	5
OG0008546	6	6
OG0008547	5	5
OG0008548	5	5
OG0008549	6	4
OG0008550	7	7
OG0008551	6	6
OG0008552	6	3
OG0008553	6	6
OG0008554	6	5
OG0008555	5	5
OG0008556	7	7
OG0008557	4	4
OG0008558	5	5
OG0008559	5	5
OG0008560	5	5
OG0008561	5	5
OG0008562	6	6
OG0008563	4	4
OG0008564	4	4
OG0008565	5	5
OG0008566	5	5
OG0008567	5	4
OG0008568	4	4
OG0008569	6	6
OG0008570	5	5
OG0008571	5	5
OG0008572	7	6
OG0008573	5	5
OG0008574	5	4
OG0008575	4	4
OG0008576	5	5
OG0008577	5	5
OG0008578	5	5
OG0008579	5	5
OG0008580	5	5
OG0008581	5	5
OG0008582	6	6
OG0008583	5	5
OG0008584	5	5
OG0008585	6	6
OG0008586	5	5
OG0008587	6	3
OG0008588	7	7
OG0008589	5	5
OG0008590	5	5
OG0008591	5	5
OG0008592	5	4
OG0008593	5	5
OG0008594	5	5
OG0008595	4	3
OG0008596	5	5
OG0008597	5	5
OG0008598	6	6
OG0008599	5	5
OG0008600	5	5
OG0008601	13	13
OG0008602	5	5
OG0008603	4	4
OG0008604	5	5
OG0008605	5	5
OG0008606	5	5
OG0008607	6	6
OG0008608	6	5
OG0008609	5	5
OG0008610	5	5
OG0008611	5	5
OG0008612	5	5
OG0008613	5	5
OG0008614	4	4
OG0008615	5	5
OG0008616	5	5
OG0008617	7	7
OG0008618	6	6
OG0008619	6	6
OG0008620	5	5
OG0008621	5	5
OG0008622	6	6
OG0008623	5	5
OG0008624	6	6
OG0008625	5	5
OG0008626	5	5
OG0008627	5	5
OG0008628	5	5
OG0008629	5	4
OG0008630	5	5
OG0008631	6	6
OG0008632	5	5
OG0008633	5	5
OG0008634	8	8
OG0008635	5	5
OG0008636	5	5
OG0008637	5	5
OG0008638	5	5
OG0008639	5	5
OG0008640	5	5
OG0008641	6	6
OG0008642	6	6
OG0008643	6	6
OG0008644	5	5
OG0008645	5	5
OG0008646	5	5
OG0008647	5	5
OG0008648	5	5
OG0008649	5	5
OG0008650	6	6
OG0008651	5	5
OG0008652	4	4
OG0008653	4	4
OG0008654	5	5
OG0008655	6	6
OG0008656	5	5
OG0008657	6	6
OG0008658	5	5
OG0008659	6	6
OG0008660	5	5
OG0008661	5	5
OG0008662	5	5
OG0008663	5	5
OG0008664	6	6
OG0008665	5	5
OG0008666	5	5
OG0008667	5	5
OG0008668	5	5
OG0008669	6	6
OG0008670	6	6
OG0008671	6	6
OG0008672	5	5
OG0008673	5	5
OG0008674	6	6
OG0008675	6	6
OG0008676	5	5
OG0008677	5	5
OG0008678	5	5
OG0008679	5	5
OG0008680	5	5
OG0008681	4	3
OG0008682	4	4
OG0008683	5	5
OG0008684	5	5
OG0008685	6	6
OG0008686	5	5
OG0008687	5	5
OG0008688	5	5
OG0008689	5	5
OG0008690	7	7
OG0008691	5	5
OG0008692	5	5
OG0008693	5	5
OG0008694	5	5
OG0008695	5	5
OG0008696	5	5
OG0008697	6	6
OG0008698	5	5
OG0008699	5	5
OG0008700	5	5
OG0008701	6	6
OG0008702	5	5
OG0008703	6	6
OG0008704	5	5
OG0008705	5	5
OG0008706	5	5
OG0008707	5	5
OG0008708	6	6
OG0008709	5	5
OG0008710	5	5
OG0008711	5	5
OG0008712	5	5
OG0008713	5	5
OG0008714	5	5
OG0008715	14	14
OG0008716	4	4
OG0008717	5	5
OG0008718	5	5
OG0008719	5	5
OG0008720	5	5
OG0008721	5	4
OG0008722	13	13
OG0008723	5	5
OG0008724	6	6
OG0008725	5	5
OG0008726	14	14
OG0008727	5	5
OG0008728	5	5
OG0008729	5	5
OG0008730	5	5
OG0008731	5	5
OG0008732	5	5
OG0008733	5	5
OG0008734	7	7
OG0008735	8	8
OG0008736	6	6
OG0008737	5	5
OG0008738	5	5
OG0008739	6	6
OG0008740	5	5
OG0008741	5	5
OG0008742	6	6
OG0008743	5	5
OG0008744	5	5
OG0008745	5	5
OG0008746	5	5
OG0008747	6	6
OG0008748	5	5
OG0008749	5	5
OG0008750	5	5
OG0008751	5	5
OG0008752	6	6
OG0008753	5	5
OG0008754	6	6
OG0008755	6	5
OG0008756	5	5
OG0008757	5	5
OG0008758	6	6
OG0008759	5	5
OG0008760	6	6
OG0008761	5	5
OG0008762	5	5
OG0008763	5	5
OG0008764	6	6
OG0008765	6	6
OG0008766	6	6
OG0008767	5	5
OG0008768	5	5
OG0008769	6	6
OG0008770	7	7
OG0008771	5	5
OG0008772	5	5
OG0008773	5	5
OG0008774	5	5
OG0008775	6	6
OG0008776	6	6
OG0008777	5	5
OG0008778	5	5
OG0008779	7	7
OG0008780	5	5
OG0008781	5	5
OG0008782	6	6
OG0008783	5	5
OG0008784	5	5
OG0008785	5	5
OG0008786	6	6
OG0008787	5	5
OG0008788	5	5
OG0008789	5	5
OG0008790	5	5
OG0008791	5	5
OG0008792	5	5
OG0008793	6	4
OG0008794	5	5
OG0008795	5	5
OG0008796	5	5
OG0008797	5	5
OG0008798	6	6
OG0008799	5	5
OG0008800	14	14
OG0008801	5	5
OG0008802	5	5
OG0008803	5	5
OG0008804	5	5
OG0008805	6	6
OG0008806	5	5
OG0008807	5	5
OG0008808	5	5
OG0008809	5	5
OG0008810	5	5
OG0008811	5	5
OG0008812	5	5
OG0008813	5	5
OG0008814	5	5
OG0008815	5	5
OG0008816	6	6
OG0008817	5	5
OG0008818	6	6
OG0008819	6	6
OG0008820	5	5
OG0008821	6	6
OG0008822	5	5
OG0008823	5	5
OG0008824	5	5
OG0008825	5	5
OG0008826	5	5
OG0008827	6	6
OG0008828	4	4
OG0008829	5	5
OG0008830	5	5
OG0008831	6	6
OG0008832	5	5
OG0008833	6	6
OG0008834	6	6
OG0008835	5	5
OG0008836	5	5
OG0008837	5	5
OG0008838	5	5
OG0008839	5	5
OG0008840	5	5
OG0008841	5	5
OG0008842	5	5
OG0008843	5	5
OG0008844	5	5
OG0008845	5	5
OG0008846	5	5
OG0008847	6	6
OG0008848	6	6
OG0008849	5	5
OG0008850	6	6
OG0008851	5	5
OG0008852	5	5
OG0008853	5	5
OG0008854	5	5
OG0008855	5	5
OG0008856	5	5
OG0008857	5	5
OG0008858	6	6
OG0008859	6	6
OG0008860	5	5
OG0008861	5	5
OG0008862	5	5
OG0008863	6	6
OG0008864	5	5
OG0008865	5	5
OG0008866	6	6
OG0008867	5	5
OG0008868	7	7
OG0008869	6	6
OG0008870	5	5
OG0008871	5	5
OG0008872	5	5
OG0008873	5	5
OG0008874	5	5
OG0008875	5	5
OG0008876	4	4
OG0008877	5	5
OG0008878	5	5
OG0008879	5	5
OG0008880	5	5
OG0008881	5	5
OG0008882	5	5
OG0008883	6	6
OG0008884	5	5
OG0008885	5	5
OG0008886	4	4
OG0008887	5	5
OG0008888	5	5
OG0008889	5	5
OG0008890	5	5
OG0008891	4	3
OG0008892	7	7
OG0008893	13	13
OG0008894	5	5
OG0008895	5	5
OG0008896	6	6
OG0008897	5	5
OG0008898	5	5
OG0008899	5	5
OG0008900	5	5
OG0008901	5	4
OG0008902	5	5
OG0008903	5	5
OG0008904	5	5
OG0008905	5	5
OG0008906	7	7
OG0008907	5	4
OG0008908	5	5
OG0008909	6	6
OG0008910	5	5
OG0008911	7	7
OG0008912	7	7
OG0008913	7	7
OG0008914	5	4
OG0008915	5	5
OG0008916	6	6
OG0008917	6	6
OG0008918	6	5
OG0008919	4	4
OG0008920	5	5
OG0008921	5	5
OG0008922	4	4
OG0008923	5	5
OG0008924	4	4
OG0008925	5	5
OG0008926	5	5
OG0008927	5	5
OG0008928	5	5
OG0008929	6	6
OG0008930	5	5
OG0008931	5	5
OG0008932	5	5
OG0008933	5	5
OG0008934	6	4
OG0008935	6	6
OG0008936	5	5
OG0008937	5	5
OG0008938	5	5
OG0008939	5	5
OG0008940	5	5
OG0008941	5	5
OG0008942	5	5
OG0008943	5	5
OG0008944	5	5
OG0008945	4	3
OG0008946	6	6
OG0008947	5	5
OG0008948	5	5
OG0008949	5	5
OG0008950	5	5
OG0008951	5	5
OG0008952	5	5
OG0008953	5	5
OG0008954	5	5
OG0008955	5	5
OG0008956	5	5
OG0008957	5	5
OG0008958	5	5
OG0008959	5	5
OG0008960	5	5
OG0008961	5	5
OG0008962	7	7
OG0008963	5	5
OG0008964	5	5
OG0008965	5	5
OG0008966	6	6
OG0008967	5	5
OG0008968	5	5
OG0008969	5	5
OG0008970	5	5
OG0008971	5	5
OG0008972	5	5
OG0008973	5	5
OG0008974	6	6
OG0008975	5	5
OG0008976	6	6
OG0008977	5	5
OG0008978	5	5
OG0008979	5	5
OG0008980	5	5
OG0008981	6	6
OG0008982	5	5
OG0008983	5	5
OG0008984	5	5
OG0008985	5	4
OG0008986	5	5
OG0008987	6	6
OG0008988	5	5
OG0008989	5	5
OG0008990	5	5
OG0008991	5	5
OG0008992	4	4
OG0008993	5	5
OG0008994	5	5
OG0008995	5	5
OG0008996	5	5
OG0008997	5	5
OG0008998	5	5
OG0008999	5	5
OG0009000	5	5
OG0009001	5	5
OG0009002	5	5
OG0009003	5	5
OG0009004	5	5
OG0009005	5	5
OG0009006	6	6
OG0009007	5	5
OG0009008	6	6
OG0009009	5	5
OG0009010	5	5
OG0009011	5	5
OG0009012	5	5
OG0009013	6	6
OG0009014	5	5
OG0009015	6	6
OG0009016	5	5
OG0009017	5	5
OG0009018	5	5
OG0009019	5	5
OG0009020	6	6
OG0009021	5	5
OG0009022	4	4
OG0009023	5	5
OG0009024	5	5
OG0009025	5	4
OG0009026	5	5
OG0009027	5	5
OG0009028	5	5
OG0009029	5	5
OG0009030	5	5
OG0009031	5	5
OG0009032	5	5
OG0009033	4	4
OG0009034	5	5
OG0009035	5	5
OG0009036	6	6
OG0009037	5	5
OG0009038	5	5
OG0009039	5	5
OG0009040	4	4
OG0009041	5	5
OG0009042	5	5
OG0009043	6	6
OG0009044	5	5
OG0009045	5	5
OG0009046	5	5
OG0009047	6	6
OG0009048	5	5
OG0009049	5	5
OG0009050	5	5
OG0009051	5	5
OG0009052	5	5
OG0009053	5	5
OG0009054	6	6
OG0009055	5	5
OG0009056	5	5
OG0009057	5	5
OG0009058	6	6
OG0009059	6	6
OG0009060	5	5
OG0009061	5	5
OG0009062	5	5
OG0009063	8	8
OG0009064	5	5
OG0009065	5	5
OG0009066	5	5
OG0009067	6	6
OG0009068	6	6
OG0009069	5	5
OG0009070	5	5
OG0009071	6	6
OG0009072	5	5
OG0009073	5	5
OG0009074	4	4
OG0009075	5	5
OG0009076	3	3
OG0009077	5	5
OG0009078	5	5
OG0009079	5	5
OG0009080	5	5
OG0009081	5	5
OG0009082	5	5
OG0009083	4	4
OG0009084	5	5
OG0009085	6	6
OG0009086	5	5
OG0009087	5	5
OG0009088	6	6
OG0009089	5	5
OG0009090	4	2
OG0009091	5	5
OG0009092	5	5
OG0009093	5	5
OG0009094	5	5
OG0009095	6	6
OG0009096	5	5
OG0009097	6	6
OG0009098	5	5
OG0009099	5	5
OG0009100	5	5
OG0009101	5	5
OG0009102	6	6
OG0009103	6	6
OG0009104	5	5
OG0009105	6	6
OG0009106	6	6
OG0009107	5	5
OG0009108	5	5
OG0009109	5	5
OG0009110	5	5
OG0009111	5	5
OG0009112	6	6
OG0009113	6	6
OG0009114	6	6
OG0009115	6	6
OG0009116	4	4
OG0009117	6	6
OG0009118	5	5
OG0009119	5	5
OG0009120	5	5
OG0009121	6	6
OG0009122	5	5
OG0009123	5	5
OG0009124	5	5
OG0009125	5	5
OG0009126	5	5
OG0009127	7	7
OG0009128	5	5
OG0009129	5	5
OG0009130	5	5
OG0009131	6	6
OG0009132	5	5
OG0009133	5	5
OG0009134	5	5
OG0009135	5	5
OG0009136	5	4
OG0009137	6	6
OG0009138	5	5
OG0009139	6	6
OG0009140	5	5
OG0009141	5	5
OG0009142	5	5
OG0009143	5	5
OG0009144	5	5
OG0009145	6	6
OG0009146	6	6
OG0009147	5	5
OG0009148	5	5
OG0009149	6	6
OG0009150	5	5
OG0009151	5	5
OG0009152	6	6
OG0009153	5	5
OG0009154	5	5
OG0009155	5	5
OG0009156	6	6
OG0009157	5	5
OG0009158	5	5
OG0009159	4	4
OG0009160	5	5
OG0009161	5	5
OG0009162	5	5
OG0009163	5	5
OG0009164	5	5
OG0009165	5	5
OG0009166	6	6
OG0009167	5	5
OG0009168	6	6
OG0009169	5	5
OG0009170	5	5
OG0009171	6	6
OG0009172	6	6
OG0009173	5	5
OG0009174	5	5
OG0009175	5	5
OG0009176	5	5
OG0009177	5	5
OG0009178	5	5
OG0009179	5	5
OG0009180	5	5
OG0009181	6	6
OG0009182	5	5
OG0009183	6	6
OG0009184	5	5
OG0009185	5	5
OG0009186	5	5
OG0009187	5	5
OG0009188	5	5
OG0009189	5	5
OG0009190	6	6
OG0009191	6	6
OG0009192	5	5
OG0009193	5	5
OG0009194	6	6
OG0009195	5	5
OG0009196	5	5
OG0009197	6	6
OG0009198	6	6
OG0009199	6	6
OG0009200	5	5
OG0009201	5	5
OG0009202	6	6
OG0009203	5	5
OG0009204	6	6
OG0009205	5	5
OG0009206	7	6
OG0009207	4	4
OG0009208	5	5
OG0009209	5	5
OG0009210	5	5
OG0009211	5	5
OG0009212	5	5
OG0009213	5	5
OG0009214	6	6
OG0009215	5	5
OG0009216	5	5
OG0009217	6	6
OG0009218	6	6
OG0009219	5	5
OG0009220	5	5
OG0009221	5	5
OG0009222	5	5
OG0009223	5	5
OG0009224	4	4
OG0009225	5	5
OG0009226	5	5
OG0009227	5	5
OG0009228	5	5
OG0009229	5	5
OG0009230	5	5
OG0009231	5	5
OG0009232	6	6
OG0009233	7	7
OG0009234	5	5
OG0009235	5	5
OG0009236	5	5
OG0009237	5	5
OG0009238	5	5
OG0009239	5	5
OG0009240	6	6
OG0009241	5	5
OG0009242	5	5
OG0009243	5	5
OG0009244	5	5
OG0009245	6	6
OG0009246	6	6
OG0009247	5	5
OG0009248	5	5
OG0009249	4	4
OG0009250	6	6
OG0009251	5	5
OG0009252	5	5
OG0009253	5	5
OG0009254	5	5
OG0009255	5	5
OG0009256	5	5
OG0009257	5	5
OG0009258	6	6
OG0009259	5	5
OG0009260	5	5
OG0009261	5	5
OG0009262	6	6
OG0009263	5	5
OG0009264	5	5
OG0009265	6	6
OG0009266	5	5
OG0009267	5	5
OG0009268	5	5
OG0009269	6	6
OG0009270	5	5
OG0009271	5	5
OG0009272	5	5
OG0009273	5	5
OG0009274	5	5
OG0009275	6	6
OG0009276	6	6
OG0009277	5	5
OG0009278	5	5
OG0009279	4	4
OG0009280	5	5
OG0009281	5	5
OG0009282	5	5
OG0009283	7	7
OG0009284	5	5
OG0009285	5	5
OG0009286	6	6
OG0009287	6	6
OG0009288	5	5
OG0009289	5	5
OG0009290	6	6
OG0009291	5	5
OG0009292	5	5
OG0009293	5	5
OG0009294	6	6
OG0009295	5	5
OG0009296	6	6
OG0009297	4	4
OG0009298	5	5
OG0009299	5	5
OG0009300	5	5
OG0009301	5	5
OG0009302	5	5
OG0009303	6	6
OG0009304	5	5
OG0009305	4	3
OG0009306	5	5
OG0009307	5	5
OG0009308	5	5
OG0009309	5	5
OG0009310	5	5
OG0009311	5	5
OG0009312	3	3
OG0009313	5	5
OG0009314	5	5
OG0009315	6	6
OG0009316	5	5
OG0009317	5	5
OG0009318	5	5
OG0009319	5	5
OG0009320	5	5
OG0009321	5	5
OG0009322	6	6
OG0009323	5	5
OG0009324	5	5
OG0009325	5	5
OG0009326	5	5
OG0009327	6	6
OG0009328	5	5
OG0009329	5	5
OG0009330	6	6
OG0009331	5	5
OG0009332	5	5
OG0009333	5	5
OG0009334	7	7
OG0009335	5	5
OG0009336	6	6
OG0009337	5	5
OG0009338	6	6
OG0009339	5	5
OG0009340	5	5
OG0009341	5	3
OG0009342	5	5
OG0009343	5	5
OG0009344	6	6
OG0009345	6	6
OG0009346	5	5
OG0009347	5	5
OG0009348	5	5
OG0009349	5	5
OG0009350	5	5
OG0009351	5	5
OG0009352	5	5
OG0009353	5	5
OG0009354	4	4
OG0009355	5	5
OG0009356	5	5
OG0009357	5	5
OG0009358	5	5
OG0009359	5	5
OG0009360	5	5
OG0009361	4	4
OG0009362	5	5
OG0009363	4	4
OG0009364	4	4
OG0009365	5	5
OG0009366	5	5
OG0009367	6	6
OG0009368	5	5
OG0009369	7	6
OG0009370	6	6
OG0009371	5	5
OG0009372	5	5
OG0009373	4	4
OG0009374	4	4
OG0009375	5	5
OG0009376	5	5
OG0009377	5	5
OG0009378	6	6
OG0009379	5	5
OG0009380	5	5
OG0009381	5	5
OG0009382	5	5
OG0009383	4	4
OG0009384	5	5
OG0009385	5	5
OG0009386	14	14
OG0009387	5	5
OG0009388	5	5
OG0009389	5	5
OG0009390	5	5
OG0009391	6	6
OG0009392	5	4
OG0009393	5	5
OG0009394	5	5
OG0009395	5	5
OG0009396	5	5
OG0009397	6	6
OG0009398	6	6
OG0009399	5	5
OG0009400	6	6
OG0009401	5	5
OG0009402	5	5
OG0009403	6	6
OG0009404	6	6
OG0009405	5	5
OG0009406	5	5
OG0009407	5	5
OG0009408	5	5
OG0009409	5	5
OG0009410	5	5
OG0009411	5	5
OG0009412	5	5
OG0009413	5	5
OG0009414	5	5
OG0009415	5	5
OG0009416	6	6
OG0009417	5	5
OG0009418	5	5
OG0009419	6	4
OG0009420	5	5
OG0009421	5	5
OG0009422	5	5
OG0009423	6	6
OG0009424	5	5
OG0009425	5	5
OG0009426	3	3
OG0009427	4	4
OG0009428	5	5
OG0009429	5	5
OG0009430	5	5
OG0009431	5	5
OG0009432	5	5
OG0009433	5	4
OG0009434	4	4
OG0009435	6	6
OG0009436	4	4
OG0009437	5	5
OG0009438	5	5
OG0009439	6	6
OG0009440	5	5
OG0009441	5	5
OG0009442	5	5
OG0009443	5	5
OG0009444	5	5
OG0009445	5	5
OG0009446	5	5
OG0009447	5	5
OG0009448	5	5
OG0009449	5	5
OG0009450	5	5
OG0009451	5	5
OG0009452	5	5
OG0009453	5	5
OG0009454	5	5
OG0009455	5	5
OG0009456	5	5
